0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
1 | 000 0 |          0
1 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 000 0 |          0
0 | 012 1 |          0
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 012 0 |          1
0 | 05a 1 |          1
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
0 | 05a 0 |          2
